movie_id,movie_title,released_date,about,streaming on,subscription ,language,no.of reviews,ratings,award_name,true_story,companies
66126,Fantastic Four,2015-08-05,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",netflix,yes,English,2278,4.4,FALSE,FALSE, Twentieth Century Fox Film Corporation    Marv Films    Marvel Entertainment    Constantin Film.    Moving Picture Company (MPC)    TSG Entertainment    Genre Films  
70876,Night at the Museum,2006-10-20,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.",hulu,yes,English,2862,6.3,FALSE,FALSE, Ingenious Film Partners    Twentieth Century Fox Film Corporation     Pictures     Laps Entertainment  
79932,San Andreas,2015-05-27,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",hulu,yes,English,2968,6,FALSE,FALSE, New Line Cinema    Village Roadshow Pictures    Warner Bros.    Flynn Picture Company  
64774,Tomorrow Never Dies,1997-12-11,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,hulu ,yes,English,925,6,FALSE,FALSE, Eon Productions  
60297,The Patriot,2000-06-28,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",netflix,yes,English,1099,6.8,FALSE,FALSE, Centropolis Entertainment    Columbia Pictures Corporation    Mutual Film Company    Global Entertainment Productions GmbH & Company Medien KG  
25066,Ocean's Twelve,2004-12-09,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",hulu,yes,English,2124,6.4,FALSE,FALSE, Village Roadshow Pictures    Section Eight    Jerry Weintraub Productions    Warner Bros.    WV Films III  
90803,Mr. & Mrs. Smith,2005-06-07,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",prime,yes,English,2965,6.5,FALSE,FALSE, Weed Road Pictures    Summit Entertainment    Regency Enterprises    Epsilon Motion Pictures    New Regency Pictures  
50318,Insurgent,2015-03-18,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,prime,yes,English,3829,6.2,FALSE,FALSE, Summit Entertainment    Mandeville Films    Red Wagon Entertainment    NeoReel  
25479,The Aviator,2004-12-17,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",netflix,yes,English,1489,7,FALSE,FALSE, Miramax Films    Appian Way    Forward Pass    Cappa Productions    Warner Bros.    Initial Entertainment Group (IEG)    IMF Internationale Medien und Film GmbH & Co. . Produktions KG    Mel's Cite du Cinema  
26184,Gulliver's Travels,2010-12-25,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",netflix,yes,English,621,4.9,FALSE,TRUE, Twentieth Century Fox Film Corporation    Dune Entertainment    Davis Entertainment    Dune Entertainment III  
46918,The Green Hornet,2011-01-12,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",hulu,yes,English,1251,5.5,FALSE,FALSE, Original Film    Sony Pictures Entertainment    Reliance BIG Entertainment  
24169,300: Rise of an Empire,2014-03-05,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",hulu,yes,English,2397,6.1,FALSE,FALSE, Legendary Pictures    Hollywood Gang Productions    Atmosphere Entertainment MM    Warner Bros.    Nimar Studios    Cruel and Unusual Films  
56458,The Smurfs,2011-07-29,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",hulu ,yes,English,1179,5.5,FALSE,FALSE, Columbia Pictures    Sony Pictures Animation    Kerner Entertainment Company  
83516,Home on the Range,2004-04-02,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",netflix,yes,English,389,5.7,FALSE,FALSE, Walt Disney Pictures  
51653,Allegiant,2016-03-09,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,hulu,yes,English,1998,5.9,FALSE,FALSE, Summit Entertainment    Lionsgate    Mandeville Films    Red Wagon Entertainment  
86300,Real Steel,2011-09-28,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",prime,yes,English,2692,6.6,FALSE,FALSE, DreamWorks SKG     Laps Entertainment    Reliance Entertainment    Touchstone Pictures    ImageMovers    Angry Films    Revolution Sun Studios    Kontsept Film Company    Wardour Street Pictures  
72857,The Smurfs 2,2013-07-30,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",prime,yes,English,695,5.5,FALSE,FALSE, Columbia Pictures    Sony Pictures Animation    Kerner Entertainment Company    Hemisphere Media Capital    NeoReel  
21128,Speed 2: Cruise Control,1997-06-13,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,netflix,yes,English,434,4.1,FALSE,FALSE, Twentieth Century Fox Film Corporation    Blue Tulip Productions  
12512,Ender's Game,2013-10-23,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",netflix,yes,English,2303,6.6,FALSE,FALSE, Summit Entertainment    Chartoff Productions    Odd Lot Entertainment    K/O Paper Products    Digital Domain    Taleswapper  
45441,Live Free or Die Hard,2007-06-20,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",hulu,yes,English,2089,6.4,FALSE,FALSE, Ingenious Film Partners    Twentieth Century Fox Film Corporation    Dune Entertainment    Cheyenne Enterprises    Wintergreen Productions  
34484,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",hulu,yes,English,8705,8,TRUE,FALSE, WingNut Films    New Line Cinema    The Saul Zaentz Company  
18990,Around the World in 80 Days,2004-06-16,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",hulu ,yes,English,672,5.7,FALSE,FALSE, Studio Babelsberg    Walden Media    Babelsberg Film    Mostow/Lieberman Productions     Days Productions    Spanknyce Films    Fitzwilliam Productions  
65576,Ali,2001-12-11,"In 1964, a brash new pro boxer, fresh from his olympic gold medal victory, explodes on to the scene; Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",netflix,yes,English,447,6.7,FALSE,TRUE, Columbia Pictures Corporation  
61231,The Cat in the Hat,2003-11-21,"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.",hulu,yes,English,366,4.9,FALSE,FALSE, Imagine Entertainment    DreamWorks SKG    Universal Pictures  
23396,"I, Robot",2004-07-15,"In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",prime,yes,English,3793,6.7,FALSE,FALSE, Twentieth Century Fox Film Corporation    Laurence Mark Productions    Davis Entertainment    Overbrook Entertainment    Mediastream Vierte Film GmbH & Co. Vermarktungs KG    Canlaws Productions  
38021,Kingdom of Heaven,2005-05-03,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",prime,yes,English,1157,6.6,FALSE,FALSE, Studio Babelsberg    Twentieth Century Fox Film Corporation    Scott Free Productions    Kanzaman    Dune Films    BK    KOH    Reino del Cielo    Inse Track     Calle Cruzada  
22632,Stuart Little,1999-12-17,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.",netflix,yes,English,959,5.8,FALSE,FALSE, Columbia Pictures Corporation    Global Medien KG    Franklin/Waterman Productions  
58307,The Princess and the Frog,2009-12-08,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to do face the same problem after she kisses him.",netflix,yes,English,1247,6.7,FALSE,FALSE, Walt Disney Pictures    Walt Disney Animation Studios  
84430,The Martian,2015-09-30,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",hulu,yes,English,7268,7.6,FALSE,FALSE, Twentieth Century Fox Film Corporation    Scott Free Productions    M Atlantic Films    International Traders    TSG Entertainment    Genre Films  
61452,The Island,2005-07-20,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",hulu,yes,English,1770,6.5,FALSE,FALSE, DreamWorks SKG    Warner Bros.    Parkes/MacDonald Productions  
52397,Town & Country,2001-04-27,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences.",hulu ,yes,English,16,3.7,FALSE,TRUE, New Line Cinema  
53612,Gone in Sixty Seconds,2000-06-09,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",netflix,yes,English,1485,6.1,FALSE,FALSE, Jerry Bruckheimer Films    Touchstone Pictures  
80925,Gladiator,2000-05-01,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",hulu,yes,English,5439,7.9,TRUE,FALSE, DreamWorks SKG    Universal Pictures    Scott Free Productions    Red Wagon Entertainment    Mill Film    C & L    Dawliz  
33905,Minority Report,2002-06-20,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",prime,yes,English,2608,7.1,FALSE,FALSE, DreamWorks SKG    Cruise/Wagner Productions    Amblin Entertainment    Twentieth Century Fox Film Corporation    Blue Tulip Productions    Ronald Shusett/Gary Goldman    Digital Image Associates  
56936,Harry Potter and the Chamber of Secrets,2002-11-13,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.",prime,yes,English,5815,7.4,FALSE,FALSE,  Pictures    Heyday films    Warner Bros.  
94161,Casino Royale,2006-11-14,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",netflix,yes,English,3855,7.3,FALSE,FALSE, Eon Productions    Stillking Films    Babelsberg Film  
23505,Planet of the Apes,2001-07-25,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",netflix,yes,English,1243,5.6,FALSE,FALSE, Twentieth Century Fox Film Corporation    Tim Burton Productions    Zanuck Company The  
75874,Terminator 2: Judgment Day,1991-07-01,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",hulu,yes,English,4185,7.7,TRUE,FALSE, Lightstorm Entertainment    Pacific Western    Canal+    Carolco Pictures    T Productions  
23599,Public Enemies,2009-07-01,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",hulu,yes,English,1344,6.5,FALSE,FALSE, Universal Pictures    Appian Way    Forward Pass    Dentsu    Relativity Media    Tribeca Productions    Misher Films  
27971,American Gangster,2007-11-02,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",hulu ,yes,English,1502,7.4,FALSE,FALSE, Imagine Entertainment    Universal Pictures    Scott Free Productions    Relativity Media    Film Rites  
33716,True Lies,1994-07-14,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.",netflix,yes,English,1116,6.8,FALSE,FALSE, Twentieth Century Fox Film Corporation    Lightstorm Entertainment  
83683,The Taking of Pelham 1 2 3,2009-06-11,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",hulu,yes,English,954,6.2,FALSE,FALSE, Columbia Pictures    Escape Artists    Scott Free Productions    Relativity Media    Metro-Goldwyn-Mayer (MGM)  
65856,Little Fockers,2010-12-21,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",prime,yes,English,1060,5.4,FALSE,FALSE, Paramount Pictures    Universal Pictures    Everyman Pictures    Relativity Media    Dreamworks Pictures    Tribeca Productions  
47939,The Other Guys,2010-08-06,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",prime,yes,English,1383,6.1,FALSE,FALSE, Columbia Pictures    Gary Sanchez Productions  
44283,Eraser,1996-06-21,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",netflix,yes,English,543,5.6,FALSE,FALSE, Kopelson Entertainment    Warner Bros.  
37892,Django Unchained,2012-12-25,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",netflix,yes,English,10099,7.8,TRUE,FALSE, Columbia Pictures    The Weinstein Company  
68915,The Hunchback of Notre Dame,1996-06-21,"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.",hulu,yes,English,1129,6.8,FALSE,FALSE, Walt Disney Pictures  
12792,The Emperor's New Groove,2000-12-09,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",hulu,yes,English,1490,7.2,FALSE,FALSE, Walt Disney Pictures    Walt Disney Feature Animation  
25047,The Expendables 2,2012-08-08,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",hulu ,yes,English,2896,6.1,FALSE,FALSE, Nu Image Films    Millennium Films  
58880,National Treasure,2004-11-19,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",netflix,yes,English,1926,6.4,FALSE,FALSE, Walt Disney Pictures    Jerry Bruckheimer Films    Saturn Films    Junction Entertainment  
28014,Eragon,2006-12-14,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",hulu,yes,English,967,4.9,FALSE,FALSE, Ingenious Film Partners    Twentieth Century Fox Film Corporation    Dune Entertainment    Major Studio Partners    Fox  Pictures    Davis Entertainment    M Atlantic Films  
71863,Where the Wild Things Are,2009-10-16,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira, Carol, Douglas, the Bull, Judith and Alexander -- crown him as their king, play rumpus, build forts and discover secret hideaways.",prime,yes,English,572,6.4,FALSE,FALSE, Village Roadshow Pictures    Legendary Pictures    Playtone    Wild Things Productions    Warner Bros.  
91383,Epic,2013-05-15,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world -- and ours.,prime,yes,English,1121,6.4,FALSE,FALSE, Blue Sky Studios    Twentieth Century Fox Animation  
22343,The Tourist,2010-12-08,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",netflix,yes,English,1699,6,FALSE,FALSE, Columbia Pictures    Spyglass Entertainment    Peninsula Films    StudioCanal    Sony Pictures Releasing    GK Films    Sony Pictures Worldwe Acquisitions (SPWA)    Italian Tax Credit    Birnbaum/Barber    Cineroma SRL    French Tax Credit  
19724,End of Days,1999-11-24,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist called Jericho Cane.",netflix,yes,English,482,5.5,FALSE,FALSE, Beacon Communications  
34814,Blood Diamond,2006-12-07,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",hulu,yes,English,2281,7.3,FALSE,FALSE, Bedford Falls Productions    Lonely Film Productions GmbH & Co. KG.    Virtual Studios    Spring Creek Productions    Warner Bros.    Initial Entertainment Group (IEG)    Liberty Pictures  
33641,The Wolf of Wall Street,2013-12-25,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",hulu,yes,English,6571,7.9,TRUE,FALSE, Paramount Pictures    Appian Way    EMJAG Productions    Red Granite Pictures    Sikelia Productions  
68742,Batman Forever,1995-05-31,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",hulu ,yes,English,1498,5.2,FALSE,FALSE, Warner Bros.    Polygram Filmed Entertainment  
35313,Starship Troopers,1997-11-06,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",netflix,yes,English,1560,6.7,FALSE,FALSE, TriStar Pictures    Touchstone Pictures    Big Bug Pictures  
55583,Cloud Atlas,2012-10-26,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",hulu,yes,English,2977,6.6,FALSE,FALSE, Anarchos Productions    X-Filme Creative Pool    Ascension Pictures    ARD Degeto Film    Cloud Atlas Productions    Five Drops    Media Asia Group    Dreams of Dragon Picture  
46107,Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",prime,yes,English,703,6.5,FALSE,FALSE, Village Roadshow Pictures    Warner Bros.    Animal Logic    Cruel and Unusual Films  
98073,Catwoman,2004-07-22,"Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat -- and she's eager to use her new skills ... as a vigilante. Before you can say ""cat and mouse,"" handsome gumshoe Tom Lone is on her tail.",prime,yes,English,808,4.2,FALSE,FALSE, Village Roadshow Pictures    DiNovi Pictures    Warner Bros.    Frantic Films    Maple Shade Films    Catwoman Films  
96548,Hercules,2014-07-23,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.",netflix,yes,English,1680,5.6,FALSE,FALSE, Paramount Pictures    Metro-Goldwyn-Mayer (MGM)    Radical Studios    Flynn Picture Company  
97540,Treasure Planet,2002-11-26,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!",netflix,yes,English,948,7.2,FALSE,FALSE, Walt Disney Pictures    Walt Disney Feature Animation  
21279,Land of the Lost,2009-06-05,"On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures.",hulu,yes,English,381,5.3,FALSE,FALSE, Universal Pictures    Mosaic Media Group    Relativity Media    S & Marty Krofft Pictures  
68217,The Expendables 3,2014-08-04,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",hulu,yes,English,1795,6.1,FALSE,FALSE, Davis-Films    Nu Image Films    LionsGate    Millennium Films    Ex Productions    Fipex Holding  
79664,Point Break,2015-12-03,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",hulu ,yes,English,783,5.5,FALSE,FALSE, Studio Babelsberg    Alcon Entertainment    DMG Entertainment    Ehman Productions  
47236,Son of the Mask,2005-02-18,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",netflix,yes,English,338,3.6,FALSE,FALSE, New Line Cinema    Path\ue Distribution  
